0.9543925	3.9400260	25.0357456 
0.7666627	7.6520850	25.1747210 
0.9103367	8.7021104	1.1887583 
0.7921719	8.7777997	28.4557503 
0.9064288	3.7308359	35.8529577 
0.9999933	3.5971792	45.7024590 
0.9459463	5.8306192	53.7135330 
2.077451	4.422661	55.493147 
0.9127071	4.9876084	23.0024010 
1.564164	5.930845	24.738895 
0.9777285	5.5856303	24.7781373 
0.9901705	2.9062637	22.0169935 
0.9966997	2.7664076	6.1984159 
1.427499	2.263469	7.633951 
0.9152343	0.2080888	11.8619500 
0.9014453	7.0212293	17.0884109 
0.9985576	3.1796029	31.4633856 
0.9538178	7.1054654	13.9020812 
0.8353498	3.1899973	7.6658421 
1.281635	3.332006	1.898325 
